Eligibile_Status,Successful_Flight,Unsuccessful_Flight,Unsuccessful_Flight_Indicator,Unsuccessful_PAX_Indicator,Eligible_Biometric_DEP_INTL_PAX_Indicator,Eligible_Biometric_Flight_Indicator,Eligible_Biometric_DEP_INTL_PAX,Total_Flights,Eligible_Biometric_Flight,new_start_date_date_format,Total_DEP_INTL_Pax,Gate_Ref,host_carrier_code,flight_number,Origin,scheduled_arrival_station_code,Date,scheduled_departure_time_local,departure_gate,new_Gate_Ref,new_Start_Date,Biometric_Flights,Biometric_Passengers_Matched,BCR,%_Eligible_Flights,Usage_on_Eligible_Flights,BCR_on_Eligible_Flights,Max_acheviable_BCR,Flight_Saturation
Successful,Successful,,0,11,146,1,146,1,1,2021-01-02,146,SFOG5,UA,1212,SFO,PVR,2023-04-29,08:40,G5,SFOG5,2021-01-02,1,135,0.92465753,1.0,1.0,0.92465753,1.0,1.0
Successful,Successful,,0,33,244,1,244,1,1,2021-01-02,244,SFOG1,UA,990,SFO,CDG,2023-04-22,14:35,G1,SFOG1,2021-01-02,1,211,0.8647541,1.0,1.0,0.8647541,1.0,1.0
Successful,Successful,,0,-15,245,1,245,1,1,2021-01-02,245,SFOG8,UA,863,SFO,SYD,2023-04-22,22:45,G8,SFOG8,2021-01-02,1,260,1.06122449,1.0,1.0,1.06122449,1.0,1.0
Successful,Successful,,0,-56,90,1,90,1,1,2021-01-02,90,SFOG4,UA,60,SFO,MEL,2023-04-12,23:20,G4,SFOG4,2021-01-02,1,146,1.62222222,1.0,1.0,1.62222222,1.0,1.0
Successful,Successful,,0,9,123,1,123,1,1,2021-01-02,123,SFOG3,UA,968,SFO,AMS,2023-04-03,14:35,G3,SFOG3,2021-01-02,1,114,0.92682927,1.0,1.0,0.92682927,1.0,1.0
Successful,Successful,,0,20,185,1,185,1,1,2021-01-02,185,SFOG8,UA,58,SFO,FRA,2023-04-26,13:50,G8,SFOG8,2021-01-02,1,165,0.89189189,1.0,1.0,0.89189189,1.0,1.0
Successful,Successful,,0,6,208,1,208,1,1,2021-01-02,208,SFOG10,UA,194,SFO,MUC,2023-04-18,13:25,G10,SFOG10,2021-01-02,1,202,0.97115385,1.0,1.0,0.97115385,1.0,1.0
Successful,Successful,,0,40,325,1,325,1,1,2021-01-02,325,SFOG9,UA,857,SFO,PVG,2023-04-16,12:55,G9,SFOG9,2021-01-02,1,285,0.87692308,1.0,1.0,0.87692308,1.0,1.0
Successful,Successful,,0,101,185,1,185,1,1,2021-01-02,185,SFOG8,UA,60,SFO,MEL,2023-04-13,23:20,G8,SFOG8,2021-01-02,1,84,0.45405405,1.0,1.0,0.45405405,1.0,1.0
Successful,Successful,,0,60,173,1,173,1,1,2021-01-02,173,SFOG8,UA,948,SFO,LHR,2023-04-29,16:00,G8,SFOG8,2021-01-02,1,113,0.65317919,1.0,1.0,0.65317919,1.0,1.0
Successful,Successful,,0,288,289,1,289,1,1,2021-01-02,289,SFOG8,UA,863,SFO,SYD,2023-04-08,22:45,G8,SFOG8,2021-01-02,1,1,0.00346021,1.0,1.0,0.00346021,1.0,1.0
Successful,Successful,,0,5,91,1,91,1,1,2021-01-02,91,SFOG9,UA,948,SFO,LHR,2023-04-03,16:00,G9,SFOG9,2021-01-02,1,86,0.94505495,1.0,1.0,0.94505495,1.0,1.0
Unsuccessful,,Unsuccessful,1,226,226,1,226,1,1,2021-01-02,226,SFOG7,UA,930,SFO,LHR,2023-04-21,19:50,G7,SFOG7,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,37,261,1,261,1,1,2021-01-02,261,SFOG7,UA,194,SFO,MUC,2023-04-29,13:25,G7,SFOG7,2021-01-02,1,224,0.85823755,1.0,1.0,0.85823755,1.0,1.0
Successful,Successful,,0,31,272,1,272,1,1,2021-01-02,272,SFOG4,UA,194,SFO,MUC,2023-04-16,13:25,G4,SFOG4,2021-01-02,1,241,0.88602941,1.0,1.0,0.88602941,1.0,1.0
Unsuccessful,,Unsuccessful,1,169,169,1,169,1,1,2021-01-02,169,SFOG1,UA,1145,SFO,CUN,2023-04-10,23:16,G1,SFOG1,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,47,231,1,231,1,1,2021-01-02,231,SFOG9,UA,926,SFO,FRA,2023-04-19,19:10,G9,SFOG9,2021-01-02,1,184,0.7965368,1.0,1.0,0.7965368,1.0,1.0
Successful,Successful,,0,68,289,1,289,1,1,2021-01-02,289,SFOG10,UA,863,SFO,SYD,2023-04-02,22:45,G10,SFOG10,2021-01-02,1,221,0.76470588,1.0,1.0,0.76470588,1.0,1.0
Successful,Successful,,0,12,275,1,275,1,1,2021-01-02,275,SFOG3,UA,875,SFO,HND,2023-04-02,10:45,G3,SFOG3,2021-01-02,1,263,0.95636364,1.0,1.0,0.95636364,1.0,1.0
Successful,Successful,,0,19,330,1,330,1,1,2021-01-02,330,SFOG5,UA,857,SFO,PVG,2023-04-23,12:55,G5,SFOG5,2021-01-02,1,311,0.94242424,1.0,1.0,0.94242424,1.0,1.0
Successful,Successful,,0,12,211,1,211,1,1,2021-01-02,211,SFOG7,UA,930,SFO,LHR,2023-04-19,19:50,G7,SFOG7,2021-01-02,1,199,0.94312796,1.0,1.0,0.94312796,1.0,1.0
Successful,Successful,,0,102,207,1,207,1,1,2021-01-02,207,SFOG10,UA,60,SFO,MEL,2023-04-18,23:20,G10,SFOG10,2021-01-02,1,105,0.50724638,1.0,1.0,0.50724638,1.0,1.0
Successful,Successful,,0,321,327,1,327,1,1,2021-01-02,327,SFOG5,UA,954,SFO,TLV,2023-04-11,19:50,G5,SFOG5,2021-01-02,1,6,0.01834862,1.0,1.0,0.01834862,1.0,1.0
Successful,Successful,,0,17,245,1,245,1,1,2021-01-02,245,SFOG9,UA,948,SFO,LHR,2023-04-12,16:00,G9,SFOG9,2021-01-02,1,228,0.93061224,1.0,1.0,0.93061224,1.0,1.0
Successful,Successful,,0,13,191,1,191,1,1,2021-01-02,191,SFOG6,UA,837,SFO,NRT,2023-04-20,11:35,G6,SFOG6,2021-01-02,1,178,0.93193717,1.0,1.0,0.93193717,1.0,1.0
Successful,Successful,,0,-59,175,1,175,1,1,2021-01-02,175,SFOG7,UA,863,SFO,SYD,2023-04-07,22:45,G7,SFOG7,2021-01-02,1,234,1.33714286,1.0,1.0,1.33714286,1.0,1.0
Successful,Successful,,0,32,260,1,260,1,1,2021-01-02,260,SFOG6,UA,194,SFO,MUC,2023-04-13,13:25,G6,SFOG6,2021-01-02,1,228,0.87692308,1.0,1.0,0.87692308,1.0,1.0
Successful,Successful,,0,12,269,1,269,1,1,2021-01-02,269,SFOG12,UA,875,SFO,HND,2023-04-09,10:45,G12,SFOG12,2021-01-02,1,257,0.95539033,1.0,1.0,0.95539033,1.0,1.0
Unsuccessful,,Unsuccessful,1,148,148,1,148,1,1,2021-01-02,148,SFOG4,UA,96,SFO,BNE,2023-04-21,23:55,G4,SFOG4,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,85,341,1,341,1,1,2021-01-02,341,SFOG7,UA,869,SFO,HKG,2023-04-10,12:45,G7,SFOG7,2021-01-02,1,256,0.75073314,1.0,1.0,0.75073314,1.0,1.0
Successful,Successful,,0,13,266,1,266,1,1,2021-01-02,266,SFOG9,UA,990,SFO,CDG,2023-04-21,14:35,G9,SFOG9,2021-01-02,1,253,0.95112782,1.0,1.0,0.95112782,1.0,1.0
Successful,Successful,,0,39,173,1,173,1,1,2021-01-02,173,SFOG7,UA,926,SFO,FRA,2023-04-25,19:10,G7,SFOG7,2021-01-02,1,134,0.77456647,1.0,1.0,0.77456647,1.0,1.0
Successful,Successful,,0,14,252,1,252,1,1,2021-01-02,252,SFOG10,UA,115,SFO,PPT,2023-04-11,13:20,G10,SFOG10,2021-01-02,1,238,0.94444444,1.0,1.0,0.94444444,1.0,1.0
Successful,Successful,,0,15,178,1,178,1,1,2021-01-02,178,SFOG6,UA,990,SFO,CDG,2023-04-18,14:35,G6,SFOG6,2021-01-02,1,163,0.91573034,1.0,1.0,0.91573034,1.0,1.0
Unsuccessful,,Unsuccessful,1,197,197,1,197,1,1,2021-01-02,197,SFOG2,UA,917,SFO,AKL,2023-04-18,23:00,G2,SFOG2,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,21,248,1,248,1,1,2021-01-02,248,SFOG1,UA,893,SFO,ICN,2023-04-15,10:35,G1,SFOG1,2021-01-02,1,227,0.91532258,1.0,1.0,0.91532258,1.0,1.0
Successful,Successful,,0,10,83,1,83,1,1,2021-01-02,83,SFOG7,UA,821,SFO,MEX,2023-04-21,13:12,G7,SFOG7,2021-01-02,1,73,0.87951807,1.0,1.0,0.87951807,1.0,1.0
Successful,Successful,,0,9,156,1,156,1,1,2021-01-02,156,SFOG9,UA,901,SFO,LHR,2023-04-09,12:20,G9,SFOG9,2021-01-02,1,147,0.94230769,1.0,1.0,0.94230769,1.0,1.0
Successful,Successful,,0,39,227,1,227,1,1,2021-01-02,227,SFOG1,UA,1,SFO,SIN,2023-04-04,22:45,G1,SFOG1,2021-01-02,1,188,0.82819383,1.0,1.0,0.82819383,1.0,1.0
Successful,Successful,,0,15,224,1,224,1,1,2021-01-02,224,SFOG12,UA,901,SFO,LHR,2023-04-21,12:20,G12,SFOG12,2021-01-02,1,209,0.93303571,1.0,1.0,0.93303571,1.0,1.0
Successful,Successful,,0,27,202,1,202,1,1,2021-01-02,202,SFOG5,UA,954,SFO,TLV,2023-04-08,19:50,G5,SFOG5,2021-01-02,1,175,0.86633663,1.0,1.0,0.86633663,1.0,1.0
Successful,Successful,,0,27,264,1,264,1,1,2021-01-02,264,SFOG1,UA,837,SFO,NRT,2023-04-06,11:35,G1,SFOG1,2021-01-02,1,237,0.89772727,1.0,1.0,0.89772727,1.0,1.0
Unsuccessful,,Unsuccessful,1,0,0,1,0,1,1,2021-01-02,0,SFOG6,UA,96,SFO,BNE,2023-04-05,23:55,G6,SFOG6,2021-01-02,0,0,,1.0,0.0,,,0.0
Successful,Successful,,0,7,225,1,225,1,1,2021-01-02,225,SFOG6,UA,29,SFO,SIN,2023-04-22,10:50,G6,SFOG6,2021-01-02,1,218,0.96888889,1.0,1.0,0.96888889,1.0,1.0
Successful,Successful,,0,11,181,1,181,1,1,2021-01-02,181,SFOG2,UA,863,SFO,SYD,2023-04-17,22:45,G2,SFOG2,2021-01-02,1,170,0.93922652,1.0,1.0,0.93922652,1.0,1.0
Successful,Successful,,0,34,234,1,234,1,1,2021-01-02,234,SFOG2,UA,901,SFO,LHR,2023-04-06,12:20,G2,SFOG2,2021-01-02,1,200,0.85470085,1.0,1.0,0.85470085,1.0,1.0
Successful,Successful,,0,82,134,1,134,1,1,2021-01-02,134,SFOG12,UA,460,SFO,YVR,2023-04-04,18:27,G12,SFOG12,2021-01-02,1,52,0.3880597,1.0,1.0,0.3880597,1.0,1.0
Successful,Successful,,0,23,239,1,239,1,1,2021-01-02,239,SFOG2,UA,968,SFO,AMS,2023-04-29,14:35,G2,SFOG2,2021-01-02,1,216,0.90376569,1.0,1.0,0.90376569,1.0,1.0
Successful,Successful,,0,27,272,1,272,1,1,2021-01-02,272,SFOG3,UA,837,SFO,NRT,2023-04-04,11:35,G3,SFOG3,2021-01-02,1,245,0.90073529,1.0,1.0,0.90073529,1.0,1.0
Successful,Successful,,0,31,231,1,231,1,1,2021-01-02,231,SFOG13,UA,930,SFO,LHR,2023-04-18,19:50,G13,SFOG13,2021-01-02,1,200,0.86580087,1.0,1.0,0.86580087,1.0,1.0
Successful,Successful,,0,16,267,1,267,1,1,2021-01-02,267,SFOG4,UA,35,SFO,KIX,2023-04-17,10:45,G4,SFOG4,2021-01-02,1,251,0.94007491,1.0,1.0,0.94007491,1.0,1.0
Successful,Successful,,0,7,142,1,142,1,1,2021-01-02,142,SFOG4,UA,29,SFO,SIN,2023-04-12,10:50,G4,SFOG4,2021-01-02,1,135,0.95070423,1.0,1.0,0.95070423,1.0,1.0
Successful,Successful,,0,18,248,1,248,1,1,2021-01-02,248,SFOG8,UA,901,SFO,LHR,2023-04-22,12:20,G8,SFOG8,2021-01-02,1,230,0.92741935,1.0,1.0,0.92741935,1.0,1.0
Successful,Successful,,0,28,117,1,117,1,1,2021-01-02,117,SFOG3,UA,821,SFO,MEX,2023-04-16,13:12,G3,SFOG3,2021-01-02,1,89,0.76068376,1.0,1.0,0.76068376,1.0,1.0
Successful,Successful,,0,97,279,1,279,1,1,2021-01-02,279,SFOG5,UA,954,SFO,TLV,2023-04-10,19:50,G5,SFOG5,2021-01-02,1,182,0.65232975,1.0,1.0,0.65232975,1.0,1.0
Successful,Successful,,0,31,100,1,100,1,1,2021-01-02,100,SFOG7,UA,821,SFO,MEX,2023-04-15,13:12,G7,SFOG7,2021-01-02,1,69,0.69,1.0,1.0,0.69,1.0,1.0
Successful,Successful,,0,32,203,1,203,1,1,2021-01-02,203,SFOG7,UA,58,SFO,FRA,2023-04-09,13:50,G7,SFOG7,2021-01-02,1,171,0.84236453,1.0,1.0,0.84236453,1.0,1.0
Successful,Successful,,0,16,221,1,221,1,1,2021-01-02,221,SFOG1,UA,35,SFO,KIX,2023-04-22,10:55,G1,SFOG1,2021-01-02,1,205,0.92760181,1.0,1.0,0.92760181,1.0,1.0
Successful,Successful,,0,6,119,1,119,1,1,2021-01-02,119,SFOG4,UA,115,SFO,PPT,2023-04-23,13:20,G4,SFOG4,2021-01-02,1,113,0.94957983,1.0,1.0,0.94957983,1.0,1.0
Unsuccessful,,Unsuccessful,1,141,141,1,141,1,1,2021-01-02,141,SFOG13,UA,917,SFO,AKL,2023-04-29,23:00,G13,SFOG13,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,33,255,1,255,1,1,2021-01-02,255,SFOG6,UA,837,SFO,NRT,2023-04-21,11:35,G6,SFOG6,2021-01-02,1,222,0.87058824,1.0,1.0,0.87058824,1.0,1.0
Successful,Successful,,0,7,150,1,150,1,1,2021-01-02,150,SFOG12,UA,901,SFO,LHR,2023-04-26,12:20,G12,SFOG12,2021-01-02,1,143,0.95333333,1.0,1.0,0.95333333,1.0,1.0
Successful,Successful,,0,19,192,1,192,1,1,2021-01-02,192,SFOG9,UA,1,SFO,SIN,2023-04-19,22:45,G9,SFOG9,2021-01-02,1,173,0.90104167,1.0,1.0,0.90104167,1.0,1.0
Successful,Successful,,0,179,181,1,181,1,1,2021-01-02,181,SFOG5,UA,60,SFO,MEL,2023-04-27,23:20,G5,SFOG5,2021-01-02,1,2,0.01104972,1.0,1.0,0.01104972,1.0,1.0
Successful,Successful,,0,17,204,1,204,1,1,2021-01-02,204,SFOG5,UA,194,SFO,MUC,2023-04-24,13:25,G5,SFOG5,2021-01-02,1,187,0.91666667,1.0,1.0,0.91666667,1.0,1.0
Successful,Successful,,0,11,256,1,256,1,1,2021-01-02,256,SFOG7,UA,35,SFO,KIX,2023-04-15,10:45,G7,SFOG7,2021-01-02,1,245,0.95703125,1.0,1.0,0.95703125,1.0,1.0
Successful,Successful,,0,60,346,1,346,1,1,2021-01-02,346,SFOG5,UA,954,SFO,TLV,2023-04-13,19:50,G5,SFOG5,2021-01-02,1,286,0.8265896,1.0,1.0,0.8265896,1.0,1.0
Successful,Successful,,0,18,270,1,270,1,1,2021-01-02,270,SFOG12,UA,35,SFO,KIX,2023-04-06,10:45,G12,SFOG12,2021-01-02,1,252,0.93333333,1.0,1.0,0.93333333,1.0,1.0
Successful,Successful,,0,23,347,1,347,1,1,2021-01-02,347,SFOG5,UA,954,SFO,TLV,2023-04-14,19:50,G5,SFOG5,2021-01-02,1,324,0.93371758,1.0,1.0,0.93371758,1.0,1.0
Successful,Successful,,0,33,106,1,106,1,1,2021-01-02,106,SFOG5,UA,954,SFO,TLV,2023-04-05,19:50,G5,SFOG5,2021-01-02,1,73,0.68867925,1.0,1.0,0.68867925,1.0,1.0
Successful,Successful,,0,29,319,1,319,1,1,2021-01-02,319,SFOG10,UA,857,SFO,PVG,2023-04-28,12:55,G10,SFOG10,2021-01-02,1,290,0.90909091,1.0,1.0,0.90909091,1.0,1.0
Successful,Successful,,0,274,275,1,275,1,1,2021-01-02,275,SFOG4,UA,926,SFO,FRA,2023-04-21,19:10,G4,SFOG4,2021-01-02,1,1,0.00363636,1.0,1.0,0.00363636,1.0,1.0
Successful,Successful,,0,10,122,1,122,1,1,2021-01-02,122,SFOG1,UA,948,SFO,LHR,2023-04-05,16:00,G1,SFOG1,2021-01-02,1,112,0.91803279,1.0,1.0,0.91803279,1.0,1.0
Successful,Successful,,0,18,189,1,189,1,1,2021-01-02,189,SFOG10,UA,194,SFO,MUC,2023-04-03,13:25,G10,SFOG10,2021-01-02,1,171,0.9047619,1.0,1.0,0.9047619,1.0,1.0
Successful,Successful,,0,25,335,1,335,1,1,2021-01-02,335,SFOG6,UA,857,SFO,PVG,2023-04-02,12:55,G6,SFOG6,2021-01-02,1,310,0.92537313,1.0,1.0,0.92537313,1.0,1.0
Successful,Successful,,0,34,320,1,320,1,1,2021-01-02,320,SFOG5,UA,869,SFO,HKG,2023-04-20,12:45,G5,SFOG5,2021-01-02,1,286,0.89375,1.0,1.0,0.89375,1.0,1.0
Successful,Successful,,0,21,320,1,320,1,1,2021-01-02,320,SFOG8,UA,869,SFO,HKG,2023-04-17,12:45,G8,SFOG8,2021-01-02,1,299,0.934375,1.0,1.0,0.934375,1.0,1.0
Successful,Successful,,0,15,256,1,256,1,1,2021-01-02,256,SFOG12,UA,875,SFO,HND,2023-04-03,10:45,G12,SFOG12,2021-01-02,1,241,0.94140625,1.0,1.0,0.94140625,1.0,1.0
Successful,Successful,,0,156,261,1,261,1,1,2021-01-02,261,SFOG1,UA,990,SFO,CDG,2023-04-10,14:35,G1,SFOG1,2021-01-02,1,105,0.40229885,1.0,1.0,0.40229885,1.0,1.0
Successful,Successful,,0,24,340,1,340,1,1,2021-01-02,340,SFOG12,UA,871,SFO,TPE,2023-04-24,14:00,G12,SFOG12,2021-01-02,1,316,0.92941176,1.0,1.0,0.92941176,1.0,1.0
Successful,Successful,,0,8,248,1,248,1,1,2021-01-02,248,SFOG5,UA,893,SFO,ICN,2023-04-07,10:35,G5,SFOG5,2021-01-02,1,240,0.96774194,1.0,1.0,0.96774194,1.0,1.0
Successful,Successful,,0,6,196,1,196,1,1,2021-01-02,196,SFOG2,UA,863,SFO,SYD,2023-04-29,22:45,G2,SFOG2,2021-01-02,1,190,0.96938776,1.0,1.0,0.96938776,1.0,1.0
Unsuccessful,,Unsuccessful,1,294,294,1,294,1,1,2021-01-02,294,SFOG5,UA,954,SFO,TLV,2023-04-23,21:50,G5,SFOG5,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,16,251,1,251,1,1,2021-01-02,251,SFOG12,UA,837,SFO,NRT,2023-04-12,11:35,G12,SFOG12,2021-01-02,1,235,0.93625498,1.0,1.0,0.93625498,1.0,1.0
Successful,Successful,,0,34,239,1,239,1,1,2021-01-02,239,SFOG7,UA,194,SFO,MUC,2023-04-12,13:25,G7,SFOG7,2021-01-02,1,205,0.85774059,1.0,1.0,0.85774059,1.0,1.0
Successful,Successful,,0,42,339,1,339,1,1,2021-01-02,339,SFOG7,UA,871,SFO,TPE,2023-04-13,14:00,G7,SFOG7,2021-01-02,1,297,0.87610619,1.0,1.0,0.87610619,1.0,1.0
Successful,Successful,,0,8,215,1,215,1,1,2021-01-02,215,SFOG2,UA,990,SFO,CDG,2023-04-05,14:35,G2,SFOG2,2021-01-02,1,207,0.9627907,1.0,1.0,0.9627907,1.0,1.0
Successful,Successful,,0,6,100,1,100,1,1,2021-01-02,100,SFOG10,UA,35,SFO,KIX,2023-04-25,10:55,G10,SFOG10,2021-01-02,1,94,0.94,1.0,1.0,0.94,1.0,1.0
Unsuccessful,,Unsuccessful,1,0,0,1,0,1,1,2021-01-02,0,SFOG6,UA,2580,SFO,ATH,2023-04-29,18:00,G6,SFOG6,2021-01-02,0,0,,1.0,0.0,,,0.0
Successful,Successful,,0,34,241,1,241,1,1,2021-01-02,241,SFOG12,UA,58,SFO,FRA,2023-04-18,13:50,G12,SFOG12,2021-01-02,1,207,0.85892116,1.0,1.0,0.85892116,1.0,1.0
Successful,Successful,,0,9,140,1,140,1,1,2021-01-02,140,SFOG12,UA,460,SFO,YVR,2023-04-10,18:27,G12,SFOG12,2021-01-02,1,131,0.93571429,1.0,1.0,0.93571429,1.0,1.0
Successful,Successful,,0,28,215,1,215,1,1,2021-01-02,215,SFOG4,UA,115,SFO,PPT,2023-04-02,13:20,G4,SFOG4,2021-01-02,1,187,0.86976744,1.0,1.0,0.86976744,1.0,1.0
Successful,Successful,,0,61,157,1,157,1,1,2021-01-02,157,SFOG7,UA,968,SFO,AMS,2023-04-05,14:35,G7,SFOG7,2021-01-02,1,96,0.61146497,1.0,1.0,0.61146497,1.0,1.0
Successful,Successful,,0,18,206,1,206,1,1,2021-01-02,206,SFOG1,UA,930,SFO,LHR,2023-04-28,19:50,G1,SFOG1,2021-01-02,1,188,0.91262136,1.0,1.0,0.91262136,1.0,1.0
Successful,Successful,,0,33,226,1,226,1,1,2021-01-02,226,SFOG1,UA,930,SFO,LHR,2023-04-17,19:50,G1,SFOG1,2021-01-02,1,193,0.8539823,1.0,1.0,0.8539823,1.0,1.0
Successful,Successful,,0,70,219,1,219,1,1,2021-01-02,219,SFOG3,UA,893,SFO,ICN,2023-04-10,10:35,G3,SFOG3,2021-01-02,1,149,0.6803653,1.0,1.0,0.6803653,1.0,1.0
Successful,Successful,,0,36,255,1,255,1,1,2021-01-02,255,SFOG9,UA,893,SFO,ICN,2023-04-19,10:35,G9,SFOG9,2021-01-02,1,219,0.85882353,1.0,1.0,0.85882353,1.0,1.0
Unsuccessful,,Unsuccessful,1,218,218,1,218,1,1,2021-01-02,218,SFOG10,UA,917,SFO,AKL,2023-04-20,23:00,G10,SFOG10,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Unsuccessful,,Unsuccessful,1,164,164,1,164,1,1,2021-01-02,164,SFOG13,UA,60,SFO,MEL,2023-04-09,23:20,G13,SFOG13,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,23,329,1,329,1,1,2021-01-02,329,SFOG9,UA,857,SFO,PVG,2023-04-14,12:55,G9,SFOG9,2021-01-02,1,306,0.93009119,1.0,1.0,0.93009119,1.0,1.0
Successful,Successful,,0,115,225,1,225,1,1,2021-01-02,225,SFOG1,UA,60,SFO,MEL,2023-04-02,23:20,G1,SFOG1,2021-01-02,1,110,0.48888889,1.0,1.0,0.48888889,1.0,1.0
Successful,Successful,,0,31,214,1,214,1,1,2021-01-02,214,SFOG8,UA,893,SFO,ICN,2023-04-18,10:35,G8,SFOG8,2021-01-02,1,183,0.85514019,1.0,1.0,0.85514019,1.0,1.0
Successful,Successful,,0,12,189,1,189,1,1,2021-01-02,189,SFOG10,UA,948,SFO,LHR,2023-04-19,16:00,G10,SFOG10,2021-01-02,1,177,0.93650794,1.0,1.0,0.93650794,1.0,1.0
Successful,Successful,,0,21,337,1,337,1,1,2021-01-02,337,SFOG2,UA,869,SFO,HKG,2023-04-08,12:45,G2,SFOG2,2021-01-02,1,316,0.93768546,1.0,1.0,0.93768546,1.0,1.0
Successful,Successful,,0,79,347,1,347,1,1,2021-01-02,347,SFOG12,UA,58,SFO,FRA,2023-04-20,13:50,G12,SFOG12,2021-01-02,1,268,0.77233429,1.0,1.0,0.77233429,1.0,1.0
Successful,Successful,,0,27,91,1,91,1,1,2021-01-02,91,SFOG3,UA,821,SFO,MEX,2023-04-14,13:12,G3,SFOG3,2021-01-02,1,64,0.7032967,1.0,1.0,0.7032967,1.0,1.0
Successful,Successful,,0,31,242,1,242,1,1,2021-01-02,242,SFOG1,UA,948,SFO,LHR,2023-04-21,16:00,G1,SFOG1,2021-01-02,1,211,0.87190083,1.0,1.0,0.87190083,1.0,1.0
Successful,Successful,,0,-32,111,1,111,1,1,2021-01-02,111,SFOG5,UA,60,SFO,MEL,2023-04-10,23:20,G5,SFOG5,2021-01-02,1,143,1.28828829,1.0,1.0,1.28828829,1.0,1.0
Successful,Successful,,0,17,221,1,221,1,1,2021-01-02,221,SFOG5,UA,968,SFO,AMS,2023-04-21,14:35,G5,SFOG5,2021-01-02,1,204,0.92307692,1.0,1.0,0.92307692,1.0,1.0
Unsuccessful,,Unsuccessful,1,99,99,1,99,1,1,2021-01-02,99,SFOG12,UA,412,SFO,MEX,2023-04-10,22:45,G12,SFOG12,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,18,199,1,199,1,1,2021-01-02,199,SFOG12,UA,875,SFO,HND,2023-04-17,10:45,G12,SFOG12,2021-01-02,1,181,0.90954774,1.0,1.0,0.90954774,1.0,1.0
Successful,Successful,,0,130,336,1,336,1,1,2021-01-02,336,SFOG9,UA,857,SFO,PVG,2023-04-26,12:55,G9,SFOG9,2021-01-02,1,206,0.61309524,1.0,1.0,0.61309524,1.0,1.0
Successful,Successful,,0,6,151,1,151,1,1,2021-01-02,151,SFOG7,UA,35,SFO,KIX,2023-04-28,10:55,G7,SFOG7,2021-01-02,1,145,0.9602649,1.0,1.0,0.9602649,1.0,1.0
Successful,Successful,,0,118,135,1,135,1,1,2021-01-02,135,SFOG4,UA,460,SFO,YVR,2023-04-20,18:27,G4,SFOG4,2021-01-02,1,17,0.12592593,1.0,1.0,0.12592593,1.0,1.0
Successful,Successful,,0,8,168,1,168,1,1,2021-01-02,168,SFOG10,UA,875,SFO,HND,2023-04-26,10:45,G10,SFOG10,2021-01-02,1,160,0.95238095,1.0,1.0,0.95238095,1.0,1.0
Successful,Successful,,0,17,161,1,161,1,1,2021-01-02,161,SFOG1,UA,968,SFO,AMS,2023-04-02,14:35,G1,SFOG1,2021-01-02,1,144,0.89440994,1.0,1.0,0.89440994,1.0,1.0
Successful,Successful,,0,15,342,1,342,1,1,2021-01-02,342,SFOG7,UA,869,SFO,HKG,2023-04-07,12:45,G7,SFOG7,2021-01-02,1,327,0.95614035,1.0,1.0,0.95614035,1.0,1.0
Successful,Successful,,0,-226,0,1,0,1,1,2021-01-02,0,SFOG9,UA,893,SFO,ICN,2023-04-21,10:35,G9,SFOG9,2021-01-02,1,226,,1.0,1.0,,,1.0
Successful,Successful,,0,19,220,1,220,1,1,2021-01-02,220,SFOG2,UA,194,SFO,MUC,2023-04-25,13:25,G2,SFOG2,2021-01-02,1,201,0.91363636,1.0,1.0,0.91363636,1.0,1.0
Unsuccessful,,Unsuccessful,1,137,137,1,137,1,1,2021-01-02,137,SFOG12,UA,460,SFO,YVR,2023-04-23,18:27,G12,SFOG12,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,22,193,1,193,1,1,2021-01-02,193,SFOG12,UA,930,SFO,LHR,2023-04-26,19:50,G12,SFOG12,2021-01-02,1,171,0.88601036,1.0,1.0,0.88601036,1.0,1.0
Successful,Successful,,0,78,90,1,0,1,0,,90,SFOF1,UA,412,SFO,MEX,2023-04-21,22:45,F1,,,1,12,0.13333333,1.0,1.0,,0.0,1.0
Successful,Successful,,0,-206,0,1,0,1,1,2021-01-02,0,SFOG9,UA,29,SFO,SIN,2023-04-08,10:50,G9,SFOG9,2021-01-02,1,206,,1.0,1.0,,,1.0
Successful,Successful,,0,16,238,1,238,1,1,2021-01-02,238,SFOG10,UA,837,SFO,NRT,2023-04-16,11:35,G10,SFOG10,2021-01-02,1,222,0.93277311,1.0,1.0,0.93277311,1.0,1.0
